0.0,0.0,0.0,0.05,0.05,0.05,0.25,0.25,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.25,1.25,1.25,1.5,1.5,1.5
152.74,158.56,154.80,150.08,149.08,146.60,125.17,116.50,120.08,101.64,92.44,86.46,78.19,72.58,62.44,58.73,64.22,51.82,44.55,39.08,30.16
153.55,160.33,155.63,152.61,149.99,150.47,145.20,137.20,136.41,128.60,119.89,112.65,115.61,110.79,102.24,96.68,100.38,95.38,90.96,81.23,83.01
144.61,155.31,148.69,142.81,139.92,143.21,136.39,130.80,129.54,124.03,113.98,108.75,119.63,116.08,105.59,101.76,107.50,106.47,103.28,92.59,101.10
